title,key
[Config Admin 1.5] Implement support for Targeted PIDs,FELIX-3481
[Config Admin 1.5] Implement support for SynchronousConfigurationListener,FELIX-3480
[Config Admin 1.5] Implement Configuration.getChangeCount(),FELIX-3479
BundleWiringImpl.getResourceByDelegation uses exceptions internally -> unnecessarily slow,FELIX-3478
NPE in BundleWiringImpl.searchImports,FELIX-3477
Make package admin to use SimpleWebConsolePlugin,FELIX-3476
DependencyManager compatibility bundle - ServiceDependencyImpl does not override toString,FELIX-3475
Make package admin work with J9 and other embedded VMs,FELIX-3474
web console config manager plugin no longer works with J9,FELIX-3473
Source inclusion for targets of <Embed-Dependency> ,FELIX-3472
Support Schema validation for MetaData XML documents,FELIX-3471
execute mvn install,FELIX-3470
Type mismatch JS error using the memoryusage plugin,FELIX-3469
Restarting the framework from the web console does not work,FELIX-3468
Configuration is not flush back to the file,FELIX-3467
Pojoization.directoryManipulation() does not take MANIFEST file location into account.,FELIX-3466
Multi root resolve operations may cause duplicate blame chains to be created,FELIX-3465
Raise exception when a Designate's OCDREF points to non-existing OCD,FELIX-3464
Multiple hosts for a fragment that exports a package causes ArrayIndexOutOfBoundsException,FELIX-3463
Nicer Manifest formatting,FELIX-3462
Re-manipulation with annotated component produces corrupted MANIFEST,FELIX-3461
Warning for duplicate package imports,FELIX-3460
Loading of bundle with duplicate import fails silently,FELIX-3459
Resolver should populate results with wires to self,FELIX-3458
Component annotation does not detect abstract class,FELIX-3457
Component ignores required static service addition when in Activating state,FELIX-3456
Framework JARs for JDK 7,FELIX-3455
Add German language support for Event and UPnP plugins,FELIX-3454
EventAdmin ignoring filters for handler which are registered for all (*) topics,FELIX-3453
Extending maven-ipojo-plugin with directoryManipulation support.,FELIX-3452
"""instance.name"" attribute not recognized",FELIX-3451
Class in different directory than declared,FELIX-3450
Event plugin cannot send events without properties,FELIX-3449
Small optimization when using file name filters,FELIX-3448
Optimize read only collections by using a specific class and not a wrapper which is slower,FELIX-3447
OBR fails to deploy a bundle depending on an older version of an updated bundle,FELIX-3446
NPE in ResolverImpl.calculatePackageSpaces (533),FELIX-3445
DependencyFinder should use JQuery UI table look,FELIX-3444
native2ascii doesn't work for deployment admin plugin,FELIX-3443
native2ascii doesn't work for DS plugin,FELIX-3442
DS plugin inconsistent status text,FELIX-3441
native2ascii doesn't work for event plugin,FELIX-3440
Bad German localization in memory usage plugin,FELIX-3439
Add Bulgarian language for memory usage plugin,FELIX-3438
native2ascii doesn't work for memory usage plugin,FELIX-3437
native2ascii doesn't work for UPnP plugin,FELIX-3436
UPnP plugin doesn't play nice if the service doesn't have state variables,FELIX-3435
UPnP plugin should give better error description when invoke action fails,FELIX-3434
WebConsole default ajax error handlers doesn't work with IE,FELIX-3433
UPnP plugin should provide better device property representation,FELIX-3432
UPnP plugin should provide a better status line,FELIX-3431
"SCR Modified annotation required, default method is not used.",FELIX-3430
UPnP plugin should also include a configuration printer,FELIX-3429
NPE in UPnP Web Console Plugin (again),FELIX-3428
NPE in UPnP Web Console Plugin,FELIX-3427
UPnP Plugin device tracking is error-prone,FELIX-3426
Provide a filter index for adapter services.,FELIX-3425
Add support for changed callbacks on Aspect services.,FELIX-3424
AdapterImpl copies the DependencyManager.ASPECT service property when adapting an aspect.,FELIX-3423
Improve framework state change checking in ResolverImpl.deploy(),FELIX-3422
Blocked Thread while shutting down Felix during iPojo service registration,FELIX-3421
BundleCache rethrows exceptions without root cause,FELIX-3420
Bad aggregation of org.apache.felix.framework into org.apache.felix.main,FELIX-3419
Sort threads by name in Configuration Status -> Threads,FELIX-3418
Web Console Inconsistent status text,FELIX-3417
ConcurrentModificationException in DirectoryWatcher.findBundlesWithFragmentsToRefresh,FELIX-3416
Disable update button if bundle location URL is invalid,FELIX-3415
BundleException: Unable to acquire global lock for resolve,FELIX-3414
NPE and thread blocked in org.osgi.service.packageadmin.PackageAdmin#refreshPackages(Bundle[]),FELIX-3413
The implementation of org.osgi.service.packageadmin ExportedPackage#isRemovalPending() does not follow the spec.,FELIX-3412
The implementation of org.osgi.service.startlevel.StartLevel#setStartLevel(int) does not follow the spec,FELIX-3411
ImmediateComponentManager should use any non-ignored configuration to try to activate a component.,FELIX-3410
"with permissions enabled, AbstractComponentManager.verifyDependencyManagers is wrong.",FELIX-3409
Web Console date chooser shows garbage text,FELIX-3408
Imports are missed for generics,FELIX-3407
Localization in Web Console doesn't work anymore,FELIX-3406
NPE in Web Console,FELIX-3405
Web Admin Log Plugin stops listing of log entries if message is null.,FELIX-3404
Provide russian translations for new messages for the Log Service panel,FELIX-3403
DependencyManager stop can trigger IndexOutOfBoundsException,FELIX-3402
Update extenderbased SimpleShapes example to use org.osgi.util.tracker.BundleTracker,FELIX-3401
Nullpointer in autoconfprocessor for invalid metatype files,FELIX-3400
Configuration Printers which do not implement the ConfigurationPrinter interface cannot be defined in inner classes,FELIX-3399
Track new versions of artifact listener and optionally update all bundles when a new version is detected,FELIX-3398
NPE when trying to resolve invalid fragments,FELIX-3397
Fileinstall is not able to handle configuration file if in a path containing braces,FELIX-3396
Make preferences persistence location configurable,FELIX-3395
[Framework] Refactor internal resolver APIs to better align with upcoming OSGi resolver spec,FELIX-3394
Possible deadlock with reentrant calls,FELIX-3393
Generated Manifest ignores properties set by other plugins,FELIX-3392
Unexpected warning when using bnd-ipojo-plugin,FELIX-3391
Intermittent NPE in ConfigurationManager,FELIX-3390
Bnd iPOJO Plugin ignores annotated components,FELIX-3389
Complex uses resolver failure,FELIX-3388
Inconsistent container state if uninstalling bundles in the a bundle activators start method during framework startup.,FELIX-3387
File install tests use deprecated EasyMock API and fail on BundleContext.getProperty,FELIX-3386
Maven-bundle-plugin uses resolved version for embedded artifacts (Artifact.getVersion() vs Artifact.getBaseVersion()),FELIX-3385
Ensure maven-ipojo-plugin is thread-safe for parallel maven builds,FELIX-3384
FileInstall ConfigInstaller does not check filter syntax which will lead bundle start failure when felix installation directory including one of these characters ( ) ,FELIX-3383
Update servicebased SimpleShapes example to create an embedded framework using org.osgi.framework.launch,FELIX-3382
Support for {maven-test-resources} and {maven-test-sources} placeholders,FELIX-3381
minor javadoc corrections in @Temporal annotation,FELIX-3380
Update extenderbased SimpleShapes example to create an embedded framework using org.osgi.framework.launch,FELIX-3379
class in bootclasspath cannot load osgi framework class,FELIX-3378
Allow a component to update its own service properties,FELIX-3377
Update extenderbased SimpleShapes example to use Java 5 Features,FELIX-3376
Update SimpleShapes example to use Java 5 Features,FELIX-3375
Use of java.lang.Properties in iPOJO Core,FELIX-3374
File install logging doesn't notify user of important errors,FELIX-3373
"Add the ability to handle a blank on the property ""org.osgi.framework.system.packages.extra""",FELIX-3372
update scr build to recent pax components,FELIX-3371
Complex Require-Bundle resolver failure,FELIX-3370
Deadlock on org.apache.felix.framework.BundleWiringImpl,FELIX-3369
Class loading fails on shutdown because zip is unreadable,FELIX-3368
getClassloader permission,FELIX-3367
The Configuration Webconsole Plugin seems to ignore the ocd ref element,FELIX-3366
Deployment Admin should remove stale resource processors,FELIX-3365
MetaDataReader exposes a private exception class on the public API,FELIX-3364
Native bundles cannot be installed on Windows Server 2008 r2 with the tag win32,FELIX-3363
No possibility to impose an upper limit on the size of a POST request.,FELIX-3362
Bundle#start does not comply with the spec,FELIX-3361
Bundle location is statically set for dynamically bound bundles,FELIX-3360
Turn around to avoid to use the split verifier on Java 7,FELIX-3359
Enhance the maven-scr-plugin to be compatible with recent Maven/Eclipse integrations,FELIX-3358
"Improve ambiguous use of the term ""resource"" throughout the code",FELIX-3357
Objectweb ASM Clashes with IPojo,FELIX-3356
Autoconf can't find Metatype service,FELIX-3355
InterruptedException with uninformative message,FELIX-3354
"The implementation of org.osgi.service.packageadmin.PackageAdmin#getExportedPackages(Bundle), does not follow the spec.",FELIX-3353
Maven Bundle Plugin ignores resource properties configured inside <filters> section,FELIX-3352
"Permissions.createPermission(String name, String action, Class target) Fails for action == null",FELIX-3351
ClassNotFoundException missing bundle information when bundle class loader fails to find class,FELIX-3350
wrong bundle manifest contents in some cases,FELIX-3349
StartLevel thread may terminate on uncaught exception,FELIX-3348
Upper-case environment variables end up in final manifest,FELIX-3347
File Install doesn't scan when the framework start level is lower than felix.fileinstall.start.level setting,FELIX-3346
Concurrency problems in SCR,FELIX-3345
[Framework] Filter parsing treats ** as invalid syntax,FELIX-3344
Installing an fragment bundle without Bundle-ManifestVersion: 2 causes NPE in resolver,FELIX-3343
Throw FileNotFound exception when trying to get a resource that does not exist,FELIX-3342
Simple csh-like Command History,FELIX-3341
Allow the prompt to be a Function,FELIX-3340
Consolidate Thread Dump Support,FELIX-3339
Add support for optional attributes in the MetaDataReader as defined in the XML schema for metatype,FELIX-3338
DependencyManager/Updated configuration dependency does not propagate to provided service properties,FELIX-3337
Exceptions related to the pipe used in deployment admin,FELIX-3336
Whiteboard Web Console plugin does not properly display filters registered with the same pattern,FELIX-3335
PreferencesManager can throw NPE after being stopped.,FELIX-3334
[gogo] shell cannot read gosh_profile from UNC File,FELIX-3333
"SCR annotations @Activate @Deactivate @Modified in outer classes also affect nested classes, annotations in nested classes are ignored",FELIX-3332
[gogo] Calling Activator.stop after Activator.start throws an exception,FELIX-3331
Allow autoconf to somehow resolve which configuration to send to which ConfigurationAdmin in case there is more than one,FELIX-3330
Allow the autoconf resource processor to defer the setting of the configuration until ConfigurationAdmin is available,FELIX-3329
"""Apply Filter"" and ""Filter all"" on the bundles page result in errors.",FELIX-3328
Gracefully handle Configuration access after Configuration Admin Service has terminated,FELIX-3327
Accessing IPojo-Component's all inherited classes and all implemented interfaces in PrimitiveTypeDescription,FELIX-3326
Finding activate/deactivate/modified methods has numerous problems,FELIX-3325
Allow maven-bundle-plugin:manifest to dump SCR component definitions generated by bnd,FELIX-3324
Ipojo composite throw ClassCastException when configuration is updated thru ConfigAdmin,FELIX-3323
Felix gogo command does not compile with OpenJDK 7,FELIX-3322
Improve implementation and reduce load on the service registry,FELIX-3321
WebConsole UX: actions and status on bundle details don't update properly,FELIX-3320
Add invalid topics when not accepting EventHandler,FELIX-3319
NPE in WebConsole when trying to uninstall a bundle,FELIX-3318
Concurrency issue during Component Service registration,FELIX-3317
Log plugin should provide more detailed exception column,FELIX-3316
Log plugin does not show the bundle that has logged the event,FELIX-3315
Sort UPnP devices in alphabetical order,FELIX-3314
dropped() should not be called when updating a resource,FELIX-3313
Add a framework ID on bundle: URLs,FELIX-3312
Cookie handling seems not to work anymore,FELIX-3311
[patch] maven-bundle-plugin build fails with maven3 (manageArtifactSystemPath is missing),FELIX-3310
Dashes in qualifier get replaced by periods causing framework not to start up,FELIX-3309
Present a nice error message if a bundle update is not possible,FELIX-3308
NPE in DependencyManager.invokeBindMethod,FELIX-3307
Lazy activation of bundles is not always working as expected,FELIX-3306
Provide scr-plugin goal as a lifecycle mapping for m2e,FELIX-3305
request forwarding doesn't work,FELIX-3304
"The implementation of org.osgi.service.startlevel.StartLevel.setBundleStartLevel(Bundle, int)",FELIX-3303
Adapt the URLHandlers for the 4.0 refactoring,FELIX-3302
Enforce only using Java 1.3 API use,FELIX-3301
Avoid warning about superfluous export-package instructions for empty directories,FELIX-3300
Fix instable tests in BundlePluginTest,FELIX-3299
Add animal sniffer plugin to ensure no using any non-Java 1.4 API,FELIX-3298
iPOJO Manipulator throws ClassNotFoundException,FELIX-3297
URLHandlers caches null as values for common protocols,FELIX-3296
Allow configuration of Http Service context path,FELIX-3295
"file install dependencies on osgi artifacts should have ""provided"" scope",FELIX-3294
Exception while creating empty fragment bundles with version 2.3.6,FELIX-3293
Allow passing of resource properties to a resource handler for use with resource adapters.,FELIX-3292
Add support for cookies,FELIX-3291
Improve Cookie handling of the Web Console,FELIX-3290
Add Windows Server 2008 to the supported OS names,FELIX-3289
NPE when component exposed as a service with servicefactory = true,FELIX-3288
Light HTTP Service Java 1.3,FELIX-3287
Update POM to use the new parent,FELIX-3286
Wrong vector and array handling in Configuration Admin plugin,FELIX-3285
NullPointerException may be thrown if asynchronous bundle update fails,FELIX-3284
Use generics in the Web Console,FELIX-3283
Generate default fields for configurations without descriptor,FELIX-3282
Use bundle plugin 2.3.6 and BND annotations for package export,FELIX-3281
Update to use parent POM 2.1,FELIX-3280
Drop default build and use bare profile as the single build,FELIX-3279
Empty array is not persisted correctly,FELIX-3278
Support BND Service Component generation,FELIX-3277
Provide minimal and complete targets.  ,FELIX-3276
HTTP Service allows registration of servlets and resources with invalid resources.,FELIX-3275
"When a servlet impl writes to PrintWriter, trailing null byte appended to stream.",FELIX-3274
Possible exception when accessing headers,FELIX-3273
Add property to allow foreign resource processors,FELIX-3272
"On KF, the Instance singleton strategy throws an UnsupportedOperationException when stopping",FELIX-3271
Deployment admin incorrectly takes snapshots of bundle data areas,FELIX-3270
@Property is not properly parsed.,FELIX-3269
Cannot build webconsole and webconsole-plugins with JDK 7,FELIX-3268
Unable to resolve cause wired to two revisions of same bundle,FELIX-3267
PrintWriter in HttpServletResponse does not send string content to client,FELIX-3266
AJAX Error: Request Failed: FULL head,FELIX-3265
Dependency manager shell should not print the state of optional dependencies when not all required ones are available,FELIX-3264
NPE in calculateExportedPackages,FELIX-3263
Startup delay due to URLHandlersBundleStreamHandler ,FELIX-3262
Tutorials: Addendum to Tutorial Example 3,FELIX-3261
Felix bundle repository translates filter incorrectly if the filter contains <,FELIX-3260
Improve Http Whiteboard Web Console plugin,FELIX-3259
Separate parent POM from reactor,FELIX-3258
OBR resolver unable to pick up the highest bundle version when selecting the best candidate,FELIX-3257
Remove Ant build file from Lightweight HTTP Service bundle.,FELIX-3256
Web Console should not create request URLs with double slashes,FELIX-3255
manifest goal generates wrong Export-Package when Embed-Dependency,FELIX-3254
Fails to resolve urls with multiple successive path seperators,FELIX-3253
Merge the online manipulator into iPOJO Core,FELIX-3252
[PATCH] OSGi Tutorials: Compilation issue with BundleContext.registerService() ,FELIX-3251
Bouncy Castle JCE with Felix framework 3.0.8/3.0.9,FELIX-3250
iPOJO Bnd Plugin do not write all the metadatas in the manifest,FELIX-3249
Display maven information for a bundle,FELIX-3248
Change annotation retention from source to class,FELIX-3247
[Framework] Use OBR Resolver API in standalone resolver module,FELIX-3246
Autoconf handles metatype 1.1 cardinalty wrong,FELIX-3245
Manipulator : DefaultManifestBuilder should be more extensible,FELIX-3244
Autoconf does not recognize non-local non-factory OCDs,FELIX-3243
Concurrent modification problem in StatefulResolver$ResolverStateImpl.getCandidates,FELIX-3242
Fileinstall metatype artifactInstaller,FELIX-3241
Resolving fragments that import their host packages can't be resolved anymore,FELIX-3240
PackageAdmin#getExportedPackages does not work on packages exported by attached fragments,FELIX-3239
Unable to filter out classes from identical package in a dependency,FELIX-3238
Provide Web Console plugin for the Http Whiteboard support,FELIX-3237
Make language selection cookie longer lasting,FELIX-3236
missing org.w3c.dom.traversal in org.osgi.framework.system.packages,FELIX-3235
@Property annotation raises exceptions on longValue=0L use ,FELIX-3234
ConfigurationManager.canReceive may throw NullPointerException,FELIX-3233
Re-Import SCR Service API,FELIX-3232
Disable update counter,FELIX-3231
ConfiguartionAdapter.setBundleLocation checks configuration permission incorrectly,FELIX-3230
"ConfigurationAdmin.getConfiguration(String, String) and .createConfiguration(String) to generous",FELIX-3229
Configuration.getBundleLocation to generous,FELIX-3228
ManagedService.update must be called with null if configuration exists but is not visilbe,FELIX-3227
Whiteboard servlet service registered with default HttpContext if registered before HttpContext service,FELIX-3226
Support flexible use of HttpContext implementations for Servlet whiteboard pattern,FELIX-3225
Drop javadoc annotation support,FELIX-3224
SCR Plugin requires installed .jar files for metadata extraction,FELIX-3223
"[PATCH] build fails with ""unreported exception""",FELIX-3222
NPE when uninstall a bundle on enabled OSGi security,FELIX-3221
"Multiple ClassCastException(s) when invoking OSGi Service-Hooks (EventHook, FindHook)",FELIX-3220
BundleInputStream class complexity,FELIX-3219
ServiceTracker performance is not optimal with a service dependency that results in n-thousands of injected services.,FELIX-3218
Support Gogo commands which are Java language keywords,FELIX-3216
Gogo could align its parameter help better,FELIX-3215
Gogo shell bundle should not shut down the framework by default,FELIX-3214
Test,FELIX-3213
Document all features of maven bundle plugin,FELIX-3212
org.apache.felix.framework.cache.BundleCache.deleteDirectoryTreeRecursive throws NPE,FELIX-3211
Maven bundle plugin remote-clean goal without user confirmation,FELIX-3210
Make sure the properties passed to BND only include string values,FELIX-3209
Provide default value for sourcepath when using BND -sources=true,FELIX-3208
Improper handling of nulls and substring matching at CapabilitySet/SimpleFilter,FELIX-3207
Restore the BND analyzer approach which creates a MANIFEST.MF based on the contents of the jar,FELIX-3206
Error resolving system.bundle dependencies,FELIX-3205
@Temporal should handle instantiation-time properties,FELIX-3204
EventListenerHooks are able to make modifications to ShrinkableMap,FELIX-3203
Add generic type information to SimpleFilter,FELIX-3202
Offer more functional callback methods for services that have aspects on them.,FELIX-3201
Track PID changes of ManagedService[Factory] services,FELIX-3200
Allow configuration of Session timeout,FELIX-3199
Support generic configuration properties,FELIX-3198
Add support to configure the interface to listen on,FELIX-3197
Security Problem: Getting full file access within the cache directory from one Bundle,FELIX-3196
Allow definition of multiple auto-deploy directories w/ run levels per directory,FELIX-3195
[Framework] Manifest parser is not correctly handling escapes,FELIX-3194
Update the temporal dependency handler to use the new iPOJO Method interceptor API,FELIX-3193
Service properties are not updated if the properties were already propagated,FELIX-3192
OBR cannot install JARs which have been encoded for transfer,FELIX-3191
iPOJO Factories doesn't give access to the complete Metadata model,FELIX-3190
Mixing full-qualified Reference annotations and imported one results in no References exported to seviceComponents.xml,FELIX-3189
[PATCH] exception org.apache.maven.project.artifact.InvalidDependencyVersionException has already been caught,FELIX-3188
scr annotations: scala support,FELIX-3187
Adapter services do not get their adapted services transparently replaced when an aspect is added to them.,FELIX-3186
Negative Embed-Dependency clauses aren't handled correctly,FELIX-3185
Add support for metatype extension by MetatypeProvider services,FELIX-3184
Attribute requirement is not validated,FELIX-3183
Update to use parent POM 2.1,FELIX-3182
Add Statistics Handler to Jetty-based HttpService if MBeans are enabled,FELIX-3181
Provide MessageFormat based logging method,FELIX-3180
Add generic type information,FELIX-3179
NPE in ResolverImpl,FELIX-3178
Remove temporary inclusion of OSGi classes,FELIX-3177
Implement Configuration Admin 1.4 changes,FELIX-3176
RankingComparator results in wrong results,FELIX-3175
Startup freeze caused in acquireBundleLock,FELIX-3174
Local OBR install failes when there is a space in the full path,FELIX-3173
"Error when calling BundleContext.register(Class, Object, Dictionary)",FELIX-3172
felix src annotations : the future?,FELIX-3171
scr-maven-plugin : incremental build mode for eclipse development?,FELIX-3170
Add support for new PASSWORD attribute type of Metatype service ,FELIX-3169
Add support for new PASSWORD attribute type of Metatype service,FELIX-3168
Add support for new PASSWORD attribute type,FELIX-3167
Make Felix compile within Eclipse,FELIX-3166
Add an option to the manifest goal that will copy any BND generated resources to the target folder,FELIX-3165
Description of EventAdminSubscriberHandler,FELIX-3164
Failed in use ConditionalPermissionAdmin,FELIX-3163
Allow configuration of headerBufferSize in Jetty,FELIX-3162
Failed to start framework.security bundle in felix 4.0.0,FELIX-3161
NPE in BundleRevisionImpl.close() when uninstalling a bundle,FELIX-3160
"src plugin hangs on ""innocent"" comment in java file",FELIX-3159
Upgrade to Felix parent POM 2.1 and use managed ant plugin version,FELIX-3158
"When I make a mistake in a BND file, no trace indicate in which file is the issue and what is the cause of the issue. ",FELIX-3157
Implement Bundle::getDataFile and Bundle::compareTo,FELIX-3156
Allow identifying iPojo extensions by a namespace qualified name,FELIX-3155
"""felix.systembundle.activators"" list : there is a change in config map form felix v3 to felix v4",FELIX-3154
[Framework] refreshPackages() should stop bundles in one pass and refresh them in a second pass,FELIX-3153
JMX as web console feature,FELIX-3152
Activating bundles in seperate thread,FELIX-3151
Filter parameter is ignored at getServiceReferences,FELIX-3150
SCR Generator NullPointerExcpeiton in case of declared Service interface isn't implemented by the Component,FELIX-3149
ipojo - auto handlers - issue in plugging the auto-handler to a particular component ( without making any changes in POJO component),FELIX-3148
Check whether bundle jar is signed,FELIX-3147
Using Ehcache with Felix gives an IOException,FELIX-3146
VerifyError on Java 7,FELIX-3145
Method interceptors should receive Method or Constructor objects,FELIX-3144
MOSGi upgrade to latest version,FELIX-3143
Add option to ignore any other manifest files when calculating manifest,FELIX-3142
[Framework] Framework should filter removal pending fragments not the resolver,FELIX-3141
Display link for component id within the bundle details and service details view,FELIX-3140
Implement uninstall() for deployment admin.,FELIX-3139
[Framework] Refactor some unnecessary code in the resolver,FELIX-3138
[Framework] Capabilities from resolved singleton bundles are not indexed correctly,FELIX-3137
Endless loop: JavaClassDescriptorManager.getJavaClassDescription(),FELIX-3136
Error page on component reload,FELIX-3135
Wrong default HTTPS port used (433),FELIX-3134
Maven bundle plugin adds Import-Package for the Bundle-Activator,FELIX-3133
Extensions not properly supported,FELIX-3132
Elements and attributes should conserve the insertion order,FELIX-3131
Nested composites throws StackOverflowError on instantiation,FELIX-3130
OBR resolver should not attempt to resolve local resources that are already resolved by the Framework,FELIX-3129
A Service Diagnostics service and graphical WebConsole plugin,FELIX-3128
Ensure embedded Jetty sends Date header,FELIX-3127
SCR activates a service component while the containing bundle is stopping.,FELIX-3126
[Framework] Use single file per bundle in bundle cache by default,FELIX-3125
[Framework] Implement OSGi R4.3 property to allow installing bundles with the same BSN and version,FELIX-3124
[Main] Integrate OBR 1.6.6,FELIX-3123
[Framework] Implement OSGi R4.3 framework UUID,FELIX-3122
Add back the manifest header indicating the provided service,FELIX-3121
Web console event plugin improvements,FELIX-3120
Parser check for empty strings is wrong,FELIX-3119
obr:deploy should allow user to specify whether optional bundles are deployed or not,FELIX-3118
NullPointerException when not implementing interface that is defined with @Service,FELIX-3117
"Saving configuration shows ""AJAX error"" dialog",FELIX-3116
Bundle-RequiredExecutionEnvironment matching fails when multiple environment is specified in org.osgi.framework.executionenvironment,FELIX-3115
NPE in multi-module Maven project,FELIX-3113
Default for felix.fileinstall.start.level documented incorrectly,FELIX-3112
Separate OBR Plugin,FELIX-3111
[Framework] Implement 4.3 security checks,FELIX-3110
FileInstall sorts artifact url handlers in the wrong order so that the ranking does not work correctly,FELIX-3109
SCR doesn't cope when the DS xml is not encoded using the default platform encoding.,FELIX-3108
Separate Shell Plugin,FELIX-3107
Need to create Jira components & versions for the new SCR & deployment plugins,FELIX-3106
WebConsole bundle should export packages from embedded jars,FELIX-3105
Registering/unregistering HttpService with CometdServiceImpl repeatedly causes ClassCastException,FELIX-3104
CometdActivator should inherit from AbstractActivator,FELIX-3103
Cleanup dependencies of org.apache.felix.http.cometd,FELIX-3102
ClassCastException in Permissions class,FELIX-3101
Separate SCR plugin,FELIX-3100
Separate Deployment Admin plugin,FELIX-3099
iPOJO new manipulator crashes when using a custom reporter,FELIX-3098
LocalRepository is not updated when bundles are,FELIX-3097
Could not add FrameworkListener from ServiceListener,FELIX-3096
FELIX running in embedded mode the File().exits() is false and the File().getAbsoluteFile().exists() is true,FELIX-3095
[Main] Launcher should attempt to restart framework if the system bundle was updated,FELIX-3094
SCR project does not build on machines with empty M2 repository,FELIX-3093
"Support relative paths in ""urlTemplate"" parameter of ""bundle:index"" goal in maven bundle plugin",FELIX-3092
Package disappears from Export-Package between bnd (and debug log) and actual delivery to jar file,FELIX-3091
SCR factory components ignore reference target filters,FELIX-3090
A component without ServicePermissions cannot be registered as a service,FELIX-3089
"[Gogo Command] The ""resolve"" command should print some message if not all bundles could be resolved",FELIX-3088
"Given invalid value, but the property isn't invalid.",FELIX-3087
IllegalArgumentException in PropertyMetadata.setValues(),FELIX-3086
"Importing/exporting ""."" should not be allowed",FELIX-3085
Submission of source code for review of software grant for lightweight HTTP service implementation.,FELIX-3084
maven-bundle-plugin 2.3.5 breaks compatibility with Java5,FELIX-3083
[Framework] Bundles not allowed to add listeners while in STOPPING state,FELIX-3082
Integrate the online-manipulator in iPOJO Core,FELIX-3081
Implement a BND plugin for iPOJO,FELIX-3080
Adapt the Ant task and the maven plugin to use the new manipulator capabilities,FELIX-3079
Introduce resource abstraction in the iPOJO manipulator,FELIX-3078
Abstract class is not detected as abstract,FELIX-3077
scr.ant task does not consider the <include> and <exclude> file patterns of its classpathref property,FELIX-3076
Change to ServiceController status in current trunk does not re-register service,FELIX-3075
Incorrect class loading due to implicit boot delegation,FELIX-3074
can't deploy snapshot bundle to remote OBR,FELIX-3073
Bad manifest content on Import-package part,FELIX-3072
[Framework] It should be possible to limit number of open JAR files,FELIX-3071
SCR Plugin and dependencies with classifier cause issue depending on the order of dependency in pom.xml,FELIX-3070
Support adapted bind/unbind method signature,FELIX-3069
Update felix examples to use a more recent version of Felix,FELIX-3068
Prevent Deadlock Situation in Felix.acquireGlobalLock,FELIX-3067
Add support for source directory include filter via plugin configuration,FELIX-3066
"Make inclusion of ""Import-Package:org.osgi.service.blueprint"" optional ",FELIX-3065
BundleEvent is not serializable even though it extends EventObject which implements Serializable,FELIX-3064
Resolver skips mandatory resource if it previously resolved it as optional,FELIX-3063
[Framework] Resolver gets into infinite loop in the face of a require-bundle cycle,FELIX-3062
improvements to Embed-Dependency logic to allow better m2e integration,FELIX-3061
WAR overlay projects seem to generate incorrect imports,FELIX-3060
Reexported packages are not calculate correctly leading to resolver and class loading bugs,FELIX-3059
maven-bundle-plugin 2.3.5 incompatible with maven-source-plugin (regression),FELIX-3058
getServiceReferences() should not return an empty array,FELIX-3057
[Framework] Implement OSGi R4.3 event listener service registry hook,FELIX-3056
Event Admin deadlocks when sendEvent is called from within a handleEvent method,FELIX-3055
PathInfo & ServletPath,FELIX-3054
Potential deadlock if event handler throws Throwable and is bypassing timeout handling,FELIX-3053
[Framework] Implement OSGi R4.3 system bundle generic capabilities,FELIX-3052
[Main] Integrate latest Gogo Command bundle to support inspecting generic capabilities/requirements,FELIX-3051
"[Gogo Command] Update ""inspect"" command to work with OSGi R4.3 generic capabilities/requirements",FELIX-3050
Use DS 1.1 per default,FELIX-3049
HttpContext getResource(name) called without preceeding slash,FELIX-3048
Infinite loop in File Install if java.io.tmpdir is non-writable,FELIX-3047
Empty array configuration value is read as null after restart,FELIX-3046
new webconsole plugin - dependency finder,FELIX-3045
Remove outdated 1.1.1-SNAPSHOT trunk/http.jetty module,FELIX-3044
[Framework] Resolver is not correctly resolving fragments in all cases,FELIX-3043
[PATCH] Add a convenience clear() method on DependencyManager,FELIX-3042
maven-scr-plugin generates StackOverflowError with custom annotation tag provider,FELIX-3041
Configuration status dump should contain a timestamp when the dump has been taken,FELIX-3040
SCR cleans up delayed service components too aggressively,FELIX-3039
Framework does not offer J2SE-1.2 Execution Environment,FELIX-3038
Plugin does not work with Java 5,FELIX-3037
Add IPOJO-Components header support,FELIX-3036
Make Felix version a compile time constant,FELIX-3035
Optimize loading of bundles from cache,FELIX-3034
[Framework] Service registry hooks are not correctly filtering bundle contexts for event hook,FELIX-3033
[Framework] Implement OSGi R4.3 bundle hooks,FELIX-3032
maven3 deployment fails where maven2 works,FELIX-3031
Bind/Unbind and lifecycle,FELIX-3030
ArtifactListener/File dynamic issue,FELIX-3029
Better handle configuration unbinding,FELIX-3028
Make download links for single configuration status file (or ZIP file) more prominent,FELIX-3027
Add PackageAdmin information to Configuration Status dump,FELIX-3026
Add a configuration status list with a short bundle list,FELIX-3025
Add Delete and Unbind buttons to Configuration Detail dialogs,FELIX-3024
bundlerepository does not support RFC 112 Greater and Less operators,FELIX-3023
Add Uptime indication to Status page,FELIX-3022
"Felix Gogo Command bundle exports ""org.osgi.service.log"" package",FELIX-3021
Felix + Jetty 7 is not compatible with -XX:+AggressiveOpts ,FELIX-3020
components page doesn't catch exceptions from underlying DS,FELIX-3019
Allow updation of an artifact's manifest at the final stage,FELIX-3018
The manipulator should return the original class if it's already manipulated,FELIX-3017
Activator log level cannot be changed dynamically through Configuration Admin,FELIX-3016
