title,key
New TypedProperties object to support typed properties file,FELIX-5608
InaccessibleObjectException below Pipe.run on Java 9,FELIX-5607
Java 9 Felix references internal JDK API's,FELIX-5606
Update to latest resolver,FELIX-5605
Normalize require capabilites the same way we normalize provide capabilites,FELIX-5604
Upgrade User Admin MongoDB Store to be compatible with mongo-java-driver 3.3.0,FELIX-5603
Use Java 6 as base java version,FELIX-5602
issues resolving with substitutable exports when the export is the last available provider,FELIX-5601
System streams are not correctly set when running a new shell,FELIX-5600
Allow reusing a closure from a parent session,FELIX-5599
[gogo][jline] Support the JLine ttop function if available,FELIX-5598
Ctrl-C should not end the gogo shell and felix framework,FELIX-5597
Allow to configure the colors for the gogo grep command,FELIX-5596
Improve documentation of felix gogo shell,FELIX-5595
[gogo][jline] Improve color support for ls/grep and syntax highlighting,FELIX-5594
Specify ARM processor Endianness,FELIX-5593
Maven bundle plugin does not support Java 9 Multi-Release jars,FELIX-5592
Web console branding is fragile to start order,FELIX-5591
[R7] Add support for single value annotations and new key mapping,FELIX-5590
reduce memory usage of BundleRequirementImpl / BundleCapabilityImpl,FELIX-5589
Schematizer causes classCastException when framework is updated,FELIX-5588
Broken test,FELIX-5587
Gogo runtime overloads the addCommand in the wrong way,FELIX-5586
obr commands are missing from gogo shell commands,FELIX-5585
[gogo][jline] Remove dependency on LineReaderImpl,FELIX-5584
org.apache.felix.utils.json should be private,FELIX-5583
maven-bundle-plugin: Make sure Closeable resources are closed,FELIX-5582
Update to bndlib 3.3.0,FELIX-5581
Bundle Plugin uses insecure maven-archiver 2.5,FELIX-5580
Bundle Plugin uses insecure maven-archiver 2.5,FELIX-5579
bundle names starting with letters after o load with ClassCastException,FELIX-5578
JSONParser is not able to parse an array as root object,FELIX-5577
SCR components and factoryPids random issues,FELIX-5576
[Framework] Make Apache Felix ready for the upcoming Java SE 9 module system,FELIX-5575
"When detecting an unknow Windows OS name, provides a suitable default value for org.osgi.framework.os.name",FELIX-5574
Don't return null but throw a CNFE from BundleClassloader.loadclass and Bundle.loadClass on recursive class loads.,FELIX-5573
Reference target filter fails when using field strategy for multiple cardinality reference with multiple component instances,FELIX-5572
Replace JSONParser in Serializer with the new one from utils,FELIX-5571
Immediate service component that provides a WeavingHook results in an NPE,FELIX-5570
JLine shell not working on Windows,FELIX-5569
SCR contains compact3 profile code,FELIX-5568
EventAdmin contains compact3 profile code,FELIX-5567
Stop/update/refresh/start bundles when updating through the webconsole for faster turnaround,FELIX-5566
Deadlock when starting tomcat,FELIX-5565
@Deactivate method with int reason and component property type annotation does not get called,FELIX-5564
Adding extension bundles causes wildfy/tomcat server to fail,FELIX-5563
"Web Console RESTful API still does not wait for the ""install"" action",FELIX-5562
Support for merging?,FELIX-5561
Add change count property to runtime service,FELIX-5560
[R7] Add change count property to runtime service,FELIX-5559
Add JavaFX packages,FELIX-5558
[R7] Updates to section 112.8.2.2 Coercing Component Property Values,FELIX-5557
JSONParser does not retain object order,FELIX-5556
JSONParser is not handling escape char properly,FELIX-5555
Remove usage of org.json from service diagnostics plugin,FELIX-5554
Cannot load native libraries in Windows Server 2016 with the name win32,FELIX-5553
Handle MemoryPoolMXBean.getUsed returning -1,FELIX-5552
BundleRevisionImpl.calculateContentPath NPE,FELIX-5551
Update Serializer version to match that of Converter,FELIX-5550
Factory component fails to reactivate after config changes,FELIX-5549
NPE in Candidates.remove() method.,FELIX-5548
Implement FelixResolveContext.getSubstitutionWires(Wiring),FELIX-5547
Set default for implicit bootdelegation to false,FELIX-5546
Improve implicit boot delegation detection,FELIX-5545
Don't take implicit boot delegation into account on service assignability check,FELIX-5544
Component property types must implement java.lang.annotation.Annotation methods properly,FELIX-5543
'Default' is consistently misspelled on SCR doc. page,FELIX-5542
ArrayIndexOutOfBoundsException in the parser,FELIX-5541
DataModelHelperImpl leaks Zip Streams / native Memory,FELIX-5540
Directory Watcher leaks ZipInflater,FELIX-5539
Replace own JSONWriter with version from utils,FELIX-5538
ConfigSpiOsgi should not try to unregister provider if not registered,FELIX-5537
ConfigSpiOSGi may end with incomplete realm due to race conditions,FELIX-5536
ArrayIndexOutOfBoundsException when typing < or > in shell,FELIX-5535
Add simple JSONWriter,FELIX-5534
Fix a semantic versioning issue when releasing dependency manager,FELIX-5533
Swap callback is missing in @ServiceDependency annotation,FELIX-5532
Document dependency callback signatures,FELIX-5531
Don't process methods declared on the Annotation class,FELIX-5530
"For overloaded methods in interfaces, ensure there's a default (no-arg) method when converting to Map",FELIX-5529
Improve handing of bundle updates concurrent to other lifecycle changes,FELIX-5528
Bundle plugin Embed-Dependency complains about class files in META-INF,FELIX-5527
Allow to use generic custom DM dependencies when using dm lambda.,FELIX-5526
Allow to switch Logger to jul using a framework property,FELIX-5525
add more signatures for aspect swap callbacks,FELIX-5524
required dependencies added to a started adapter (or aspect) are not injected,FELIX-5523
Refactor aspect service implementation,FELIX-5522
add more callback method signature in DM lambda service dependency callbacks,FELIX-5521
ComponentStateListener not supported in DM lambda,FELIX-5520
services are not ungotten when swapped by an aspect,FELIX-5519
Remove all eclipse warnings in DM code,FELIX-5518
@Inject annotation ignored when applied on ServiceRegistration,FELIX-5517
Allow to not dereference services internally,FELIX-5516
Upgrade DM to OSGi R6 API,FELIX-5515
Issues with substituted exports with require bundle,FELIX-5514
Remove code for pre java 5,FELIX-5513
Converter uses wrong/incompatible OSGi Function interface,FELIX-5512
"gogo runtime - Exception with a command named ""?""",FELIX-5511
Remove usage of org.json from web console plugins,FELIX-5510
Remove method keyVal from WebConsoleUtil,FELIX-5509
Add simple JSON Parser,FELIX-5508
ConfigurationAdmin might not be visible to SCR implementation,FELIX-5507
OSGi's @Component parameter configurationPid is handled incorrectly,FELIX-5506
ConfigSpiOSGi may miss out on registering some LoginModuleFactory due to race condition,FELIX-5505
Switch from org.json to new simple json writer from utils,FELIX-5504
Add simple json writer,FELIX-5503
Startup logs from ConfigSpiOsgi may get dropped due to race condition,FELIX-5502
Pom dependency are not reduced when embedding is inline,FELIX-5501
Felix Web Console ConfigMgr doesn't treat OSGi properties with empty array values correctly,FELIX-5500
Remove usage of json.org from dependency manager,FELIX-5499
[gogo][jline] The shell should display exception thrown from commands,FELIX-5498
Error in iPOJO documentation's code,FELIX-5497
Use bundle id and component name as key for urls,FELIX-5496
No details displayed if component is disabled,FELIX-5495
URL handling not correct if component has no configuration,FELIX-5494
Component descriptions requiring a policy are not displayed if config is missing,FELIX-5493
Schematizer POM requires updates,FELIX-5492
Serializer should allow empty key/values pairs when parsing,FELIX-5491
Update mime type in Schematizer,FELIX-5490
Remove dependency to org.json,FELIX-5489
DS Plugin should use PID from ComponentDescriptionDTO,FELIX-5488
Utils code requires Java 6 - should be Java 5,FELIX-5487
[gogo][runtime] Avoid unnecessary conversions from strings to booleans/integers,FELIX-5486
ServiceReference#getUsingBundles() returns usages with 0 count,FELIX-5485
Webconsole configuration factory name hint array rendering,FELIX-5484
It's impossible to stop bundle using symbolic name if some installed bundle does not have symbolic name,FELIX-5483
Contribute Resolver 1.1 implementation for OSGi R7,FELIX-5482
Synchronize Schematizer to updated Converter API,FELIX-5481
Serializer should be more lenient with trailing commas,FELIX-5480
Serializer should be more lenient with trailing commas,FELIX-5479
Dependency on snakeyaml should be private,FELIX-5478
DTOs should allow lambdas,FELIX-5477
Serializer does not accept empty values,FELIX-5476
Implement sourceAsDTO() and targetAsDTO(),FELIX-5475
Do not call no-arg Bundle.getHeaders() method,FELIX-5474
[RFC 222] 5.3 Implement multipart handling,FELIX-5473
Update to jetty 9.3.15.v20161220,FELIX-5472
Ensure that unbound services are always handled synchronously,FELIX-5471
website documentation is not up-to-date - shows version 3.0.1,FELIX-5470
Methodcache system size property is not used,FELIX-5469
Refactor persistence handling,FELIX-5468
MultiPropertyFilterIndex is unusable when a service reference contains a lot of values for one key,FELIX-5467
org.apache.felix.scr.bnd: Adding Target Source URL may lead to NPE,FELIX-5466
[gogo][runtime] No way to concatenate arrays,FELIX-5465
java.lang.NullPointerException at org.apache.felix.scrplugin.helper.ClassScanner.processClass(ClassScanner.java:207),FELIX-5464
[gogo][jline] The Main class should add a default Function->FunctionInterface converter,FELIX-5463
[gogo][runtime] Unable to add a converter using reflection,FELIX-5462
Enabling Request Logs,FELIX-5461
[R7] Update DTOs,FELIX-5460
Use Java 6 as minimum version,FELIX-5459
[R7] Improved ConfigurationPlugin Support,FELIX-5458
[R7] Logger Support,FELIX-5457
[R7] Field injection of component activation objects,FELIX-5456
[R7] Constructor Injection,FELIX-5455
[R7] Service properties for ComponentFactory,FELIX-5454
Swap callback not called when there are multiple aspects on a service and one of the aspects with lower rank is removed,FELIX-5453
SCR bnd plugin fails when embedding jars with optional/excluded dependencies,FELIX-5452
Input/Output streams not properly closed in org.apache.felix.scr.generator,FELIX-5451
Fragments with multiple hosts can cause java.lang.ArrayIndexOutOfBoundsException,FELIX-5450
gogo jline shell completely dies on unexpected tab character,FELIX-5449
"Exceptions from bundle.start() should be logged, not swallowed",FELIX-5448
[gogo][jline] Command results should be printed by default,FELIX-5447
Http Service ignores Whiteboard Servlet API Listeners,FELIX-5446
Web Console: Properly display non-string property arrays in name hint,FELIX-5445
HTTPService stays registered after changing Config,FELIX-5444
Frequent Changes cause UpdateThread to ConcurrentModificationException,FELIX-5443
[gogo][jline] The gosh_script can not resolve the motd file inside the jar,FELIX-5442
[gogo] Do not print stack traces when inspection can not access fields,FELIX-5441
[gogo] Do not print results at end of pipe,FELIX-5440
Cannot load native libraries in Windows Server 2012 with the name win32,FELIX-5439
Allow for parallel calls on ManagedService(Factory)#update,FELIX-5438
Webconsole Ranking in the Http Jetty bundle is always zero,FELIX-5437
Log message 'callback not found on component instances' incorrectly shown if exception occurs during calling of callback method,FELIX-5436
Service does not get loaded with updated properties that have been modified on file system after felix framework restart,FELIX-5435
Add an update method to Properties,FELIX-5434
Interrupting a job should interrupt its children,FELIX-5433
Message when dependency is already added to a component is incomplete,FELIX-5432
